,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
380,53,5,1,2,0,7132.0,0,0,0,13,1,88,2,-1,0,3,0
381,45,6,2,2,0,1364.645545435511,0,0,0,19,9,125,2,-1,0,3,0
382,27,6,2,1,0,50.0,0,0,0,29,4,168,1,-1,0,3,0
383,50,1,1,0,0,1364.645545435511,1,0,2,9,8,257,6,-1,0,3,0
384,22,8,2,3,0,1364.645545435511,0,0,0,3,5,69,3,-1,0,3,0
385,58,0,1,1,0,2160.0,1,1,0,5,8,1090,1,-1,0,3,1
386,53,1,1,0,0,38.0,0,1,0,15,5,321,5,-1,0,3,0
387,34,9,2,1,0,105.0,1,0,0,7,8,146,2,171,3,0,0
388,31,1,2,1,0,0.0,1,0,2,21,8,397,9,-1,0,3,0
389,43,7,1,0,0,2557.0,1,0,1,15,10,166,3,183,5,2,1
390,53,7,0,0,0,200.0,0,0,0,17,9,182,3,-1,0,3,0
391,33,0,0,1,0,140.0,1,0,2,8,8,139,1,-1,0,3,0
392,48,9,1,1,0,761.0,0,0,0,21,9,307,2,-1,0,3,0
393,33,7,2,1,0,148.0,1,0,0,17,0,271,1,150,1,0,0
394,32,9,2,1,0,-5.0,0,1,0,26,1,300,4,-1,0,3,0
395,50,11,1,3,0,0.0,0,0,0,21,1,120,2,-1,0,3,0
396,37,0,1,0,0,7208.0,0,0,2,16,6,117,1,-1,0,3,0
397,60,2,1,2,0,1164.0,1,0,2,15,8,325,2,-1,0,3,0
398,31,9,2,1,0,4.0,1,0,0,20,0,172,3,-1,0,3,0
399,36,7,1,1,0,84.0,0,0,0,27,1,206,3,-1,0,3,0
400,36,9,1,1,0,3579.0,0,0,0,14,1,308,2,-1,0,3,0
401,61,5,1,0,0,2686.0,0,0,1,22,10,84,3,-1,0,3,0
402,43,4,1,2,0,370.0,0,0,0,28,1,142,5,-1,0,3,0
403,47,9,1,1,0,2394.0,0,1,2,20,6,61,2,-1,0,3,0
404,28,1,2,1,0,517.0,0,1,0,6,3,91,3,213,1,2,0
405,30,4,2,2,0,596.0,0,0,0,4,6,125,2,-1,0,3,0
406,42,0,0,1,0,154.0,1,0,0,13,8,133,2,-1,0,3,0
408,36,1,0,1,0,853.0,0,0,2,20,6,15,12,-1,0,3,0
409,37,4,1,2,0,2019.0,1,0,0,13,8,368,1,-1,0,3,0
410,40,1,1,0,0,303.0,0,0,2,30,8,104,6,-1,0,3,0
411,34,1,1,1,0,-29.0,1,0,0,11,8,200,2,364,2,1,0
412,36,9,2,1,0,-272.0,0,1,0,4,5,53,6,-1,0,3,0
413,47,7,1,1,0,518.0,0,0,0,29,1,96,2,-1,0,3,0
414,29,1,1,1,0,1364.645545435511,1,0,2,23,6,123,2,-1,0,3,0
415,43,4,1,2,1,0.0,0,0,0,21,5,455,2,-1,0,3,0
416,38,4,1,2,0,238.0,0,0,0,4,8,131,1,90,2,2,0
417,44,9,2,1,0,196.0,1,0,0,6,3,386,3,-1,0,3,0
418,32,1,2,1,0,5252.0,1,0,2,21,8,1162,2,-1,0,3,0
419,30,4,1,2,0,1476.0,1,1,2,3,6,199,4,-1,0,3,0
420,38,1,2,0,0,490.0,1,1,2,25,1,17,1,-1,0,3,0
421,31,9,1,2,0,3338.0,1,0,0,21,2,264,2,-1,0,3,1
422,28,2,2,2,0,104.0,0,0,0,30,0,170,1,-1,0,3,0
423,37,9,0,1,0,1176.0,0,1,2,21,8,282,2,-1,0,3,0
424,31,1,1,1,0,136.0,0,0,0,12,8,228,2,267,1,0,1
425,35,1,2,1,0,3507.0,1,0,0,8,8,422,2,-1,0,3,0
426,47,0,0,1,0,207.0,1,0,0,2,3,244,1,271,4,0,0
427,48,0,1,3,0,3756.0,0,0,0,14,1,65,10,-1,0,3,0
428,58,2,1,2,1,1364.645545435511,0,1,0,25,5,138,4,-1,0,3,0
429,43,2,1,0,0,0.0,1,0,2,30,8,222,9,-1,0,3,0
430,49,1,1,1,0,1039.0,1,0,0,14,8,156,2,178,1,0,0
431,54,7,1,1,0,812.0,0,0,0,31,5,113,6,-1,0,3,0
432,51,10,1,1,0,425.0,1,0,2,14,8,286,14,-1,0,3,0
433,57,5,1,2,0,1292.0,0,0,0,24,7,89,1,-1,0,3,0
434,31,1,1,1,0,873.0,1,0,2,23,8,145,4,-1,0,3,0
435,41,4,1,2,0,0.0,0,0,0,17,11,294,4,63,11,1,1
436,38,0,2,1,0,3239.0,0,0,2,5,6,817,2,-1,0,3,1
437,33,0,0,1,0,961.0,0,0,0,30,4,308,2,-1,0,3,0
438,27,4,2,1,0,1364.645545435511,1,0,2,21,8,162,1,-1,0,3,0
439,56,9,0,1,0,99.0,1,0,2,6,8,155,2,-1,0,3,0
440,33,4,1,1,0,609.0,1,0,2,21,8,239,2,-1,0,3,0
441,55,1,1,0,0,-1217.0,1,0,0,19,1,242,4,-1,0,3,0
442,38,2,1,2,0,1514.0,0,1,0,21,9,160,3,120,3,0,0
443,36,4,1,2,0,139.0,1,0,0,20,0,79,1,-1,0,3,0
444,35,1,2,1,0,4845.0,0,0,0,19,9,718,1,-1,0,3,0
445,44,0,1,1,0,251.0,0,1,1,28,5,122,3,-1,0,3,0
446,37,1,2,0,0,914.0,0,0,2,11,6,72,1,-1,0,3,0
447,30,9,2,1,0,1364.645545435511,1,0,1,3,3,678,2,252,1,1,0
448,51,4,1,2,0,994.0,0,0,0,3,11,268,1,98,3,0,0
449,50,4,1,2,0,8205.0,1,0,1,25,10,293,3,508,1,1,0
450,42,1,1,1,0,0.0,1,0,0,25,5,184,2,-1,0,3,0
451,43,4,1,2,0,409.0,0,0,0,22,5,100,7,-1,0,3,0
452,46,1,1,1,0,1934.0,1,0,2,13,8,20,1,-1,0,3,0
453,64,4,1,2,0,4688.0,0,0,0,21,10,200,1,-1,0,3,1
454,35,9,2,1,0,4645.0,1,0,0,11,4,502,3,270,40,1,0
455,31,0,2,1,0,738.0,1,0,0,18,5,381,1,-1,0,3,0
456,59,1,1,1,0,681.0,1,0,1,14,0,427,2,-1,0,3,0
457,37,1,1,3,0,622.0,1,0,0,11,8,175,2,-1,0,3,0
458,39,0,0,1,0,83.0,1,0,0,30,5,69,6,-1,0,3,0
459,38,6,1,1,0,581.0,1,0,0,4,3,281,5,-1,0,3,0
460,46,1,1,0,0,1227.0,0,0,1,28,4,157,3,-1,0,3,0
461,29,0,0,1,0,-254.0,1,0,0,14,8,406,2,-1,0,3,1
462,32,4,0,0,0,137.0,1,0,2,20,8,13,12,-1,0,3,0
463,31,9,1,2,0,0.0,1,0,2,4,6,67,2,-1,0,3,0
464,44,3,1,1,0,2541.0,0,0,0,27,1,138,3,-1,0,3,0
465,48,0,1,1,0,2707.0,0,0,0,17,9,212,2,-1,0,3,0
466,46,1,1,0,0,557.0,0,0,2,18,6,89,1,-1,0,3,0
467,26,9,1,1,0,915.0,0,0,0,2,6,384,1,-1,0,3,1
468,37,3,2,0,0,1364.645545435511,0,0,2,17,6,131,2,-1,0,3,0
469,31,4,1,2,0,155.0,1,0,0,8,11,214,1,99,1,0,0
470,26,0,2,2,0,6.0,1,0,0,5,8,171,1,-1,0,3,0
471,38,7,1,1,0,497.0,1,1,2,19,8,88,5,-1,0,3,0
472,40,1,1,0,0,187.0,1,0,0,23,5,156,2,-1,0,3,0
473,33,9,0,2,0,0.0,1,0,0,2,6,72,1,-1,0,3,0
475,46,1,1,0,0,476.0,1,0,2,30,8,311,4,-1,0,3,0
476,53,9,0,1,0,173.0,0,1,2,1,5,157,1,-1,0,3,0
477,31,1,2,1,0,823.0,0,0,2,26,8,174,3,-1,0,3,0
478,40,0,1,1,0,1156.0,0,1,2,3,5,74,5,-1,0,3,0
479,30,1,2,0,0,546.0,1,0,2,21,8,396,1,-1,0,3,0
480,48,0,2,1,0,3531.0,1,0,0,20,0,81,2,287,6,0,0
481,40,9,2,1,0,-320.0,1,0,2,9,8,128,1,-1,0,3,0
482,60,4,1,2,0,3401.0,0,0,0,2,3,121,1,95,2,2,0
483,42,9,0,1,0,-78.0,1,1,0,29,5,10,2,-1,0,3,0
484,34,0,2,2,0,4254.0,1,0,0,21,9,714,1,-1,0,3,1
485,57,7,1,0,0,1728.0,1,0,1,16,5,164,1,-1,0,3,0
486,55,4,1,2,0,1267.0,1,0,2,30,8,82,2,-1,0,3,0
487,55,5,1,1,0,1364.645545435511,0,0,0,11,5,593,2,-1,0,3,0
488,41,1,1,0,1,76.0,0,1,0,10,5,439,1,-1,0,3,0
489,40,9,1,1,0,5811.0,1,0,0,18,9,172,1,-1,0,3,0
490,36,10,1,0,0,0.0,0,0,2,12,6,107,1,-1,0,3,0
491,30,4,1,2,0,151.0,0,0,0,21,1,121,1,-1,0,3,0
492,40,5,1,1,0,86.0,0,0,0,25,4,639,1,94,1,2,1
494,52,1,1,0,0,1515.0,0,0,0,7,1,20,4,-1,0,3,0
495,53,6,1,2,0,687.0,0,0,0,4,3,319,5,-1,0,3,0
496,36,1,1,0,0,44.0,0,0,2,20,6,11,2,-1,0,3,0
497,65,10,1,2,0,0.0,0,0,0,10,1,465,1,-1,0,3,0
498,40,9,2,1,0,-156.0,1,0,0,18,8,4,2,-1,0,3,0
499,32,6,0,0,0,0.0,1,0,0,17,0,232,2,-1,0,3,0
500,60,5,1,1,1,0.0,0,0,0,19,1,316,2,-1,0,3,0
501,41,10,2,1,0,75.0,1,0,0,8,8,103,2,344,1,0,0
502,57,1,1,0,0,403.0,1,0,1,17,3,63,2,-1,0,3,0
503,43,4,1,2,0,136.0,0,0,0,6,1,120,2,-1,0,3,0
504,43,4,1,3,0,5172.0,1,0,2,29,8,57,3,-1,0,3,0
505,30,6,1,2,0,1036.0,1,1,0,21,9,82,2,-1,0,3,0
506,58,4,0,2,0,-71.0,0,0,2,27,8,114,1,-1,0,3,0
507,53,2,1,3,0,2496.0,0,1,0,18,9,94,1,-1,0,3,0
508,42,9,0,1,0,-280.0,1,0,2,26,8,258,1,-1,0,3,0
509,36,2,2,2,0,658.0,1,0,0,29,4,99,1,227,3,0,0
511,40,4,2,2,0,1364.645545435511,0,0,0,20,9,172,2,-1,0,3,0
513,57,6,1,2,0,894.0,1,0,0,18,9,79,1,-1,0,3,0
514,55,1,1,0,0,0.0,0,0,2,17,6,285,1,-1,0,3,0
515,59,0,1,1,0,817.0,0,0,0,9,0,304,1,-1,0,3,0
516,52,4,1,2,0,732.0,0,0,1,4,3,48,1,-1,0,3,0
518,45,9,1,1,0,1003.0,1,0,2,4,6,71,1,-1,0,3,0
519,41,1,0,1,0,351.0,1,0,0,6,3,12,8,268,9,1,0
520,36,9,1,1,0,1109.0,1,0,2,23,8,122,5,-1,0,3,0
521,31,10,2,1,0,1214.0,0,0,0,4,3,974,1,-1,0,3,1
522,26,0,2,2,0,313.0,0,1,0,2,6,199,1,96,2,2,1
523,33,9,1,1,0,256.0,1,0,0,18,9,76,1,-1,0,3,0
524,41,6,1,1,0,323.0,1,0,0,17,0,-20,2,254,6,1,1
525,27,1,2,1,0,-116.0,1,1,0,17,0,432,2,343,1,0,0
527,39,9,2,3,0,75.0,0,0,2,6,6,26,1,-1,0,3,0
528,37,7,2,1,0,105.0,0,1,2,17,6,260,4,-1,0,3,0
529,19,8,2,1,0,55.0,0,0,1,6,10,89,2,193,1,1,0
530,60,10,2,2,0,361.0,0,0,0,5,3,1837,1,-1,0,3,0
531,36,9,1,1,0,368.0,1,1,2,6,8,1597,2,-1,0,3,1
532,58,10,1,1,0,3867.0,1,0,1,11,8,159,1,364,2,0,0
533,28,1,1,1,0,631.0,1,0,0,13,0,151,1,-1,0,3,0
534,45,3,0,0,0,544.0,0,0,2,11,6,110,1,-1,0,3,0
535,52,7,0,1,0,0.0,1,0,0,11,8,243,2,-1,0,3,0
536,39,9,2,2,0,-41.0,0,1,0,25,1,40,15,-1,0,3,0
537,26,1,1,3,0,407.0,1,0,2,28,8,346,2,-1,0,3,0
538,31,9,1,1,0,310.0,1,0,0,20,1,228,2,-1,0,3,0
539,47,5,2,0,0,3033.0,0,0,0,8,11,293,1,-1,0,3,1
540,38,9,2,2,0,1077.0,1,1,0,29,4,87,1,-1,0,3,0
541,44,1,1,0,0,0.0,1,0,1,5,8,408,2,350,1,0,0
542,33,0,2,1,0,1437.0,1,0,2,21,8,641,1,-1,0,3,0
543,35,4,0,2,0,3751.0,1,0,0,18,1,210,2,124,2,0,0
544,53,5,1,0,0,3126.0,1,0,0,22,5,237,1,-1,0,3,0
545,32,9,2,1,0,28.0,1,0,0,18,9,368,1,-1,0,3,0
546,43,4,1,2,0,5082.0,0,0,0,3,3,99,3,-1,0,3,0
547,40,0,1,1,0,3190.0,1,0,2,20,6,20,2,-1,0,3,0
548,49,0,2,1,0,-1193.0,1,1,2,3,6,73,1,-1,0,3,0
549,27,1,2,1,0,940.0,1,0,0,15,8,141,1,343,3,0,0
551,47,9,1,2,0,2408.0,0,0,0,30,0,376,2,-1,0,3,1
552,47,1,1,1,0,578.0,1,0,2,28,8,146,1,-1,0,3,0
553,31,4,2,2,0,0.0,1,0,2,5,8,562,2,-1,0,3,0
554,39,9,0,1,0,566.0,0,0,0,21,9,46,7,-1,0,3,0
555,39,7,0,1,0,1062.0,1,0,2,20,6,10,4,-1,0,3,0
556,54,1,1,0,0,2584.0,0,0,0,20,1,387,7,-1,0,3,0
557,29,0,2,1,0,1277.0,0,0,0,20,5,165,2,481,1,2,1
558,58,4,1,2,0,2261.0,1,0,0,3,6,1361,1,391,1,0,0
559,31,10,2,2,0,498.0,0,0,0,29,4,264,2,-1,0,3,0
560,38,9,2,1,0,12926.0,1,0,2,3,6,280,1,-1,0,3,0
561,41,4,2,2,0,601.0,1,1,0,2,3,457,2,-1,0,3,0
562,53,7,1,1,0,514.0,1,0,0,31,5,10,3,-1,0,3,0
563,24,9,2,1,0,81.0,1,0,0,18,8,333,1,-1,0,3,0
564,49,7,1,1,0,-22.0,1,0,2,8,8,70,1,-1,0,3,0
565,34,4,2,1,0,194.0,0,0,0,29,1,186,2,-1,0,3,0
566,56,3,1,0,0,1168.0,0,0,1,17,9,673,2,-1,0,3,0
567,32,0,2,1,0,642.0,1,0,0,5,3,52,1,253,2,0,0
568,49,4,0,2,0,-2049.0,1,0,2,30,8,169,3,-1,0,3,0
569,35,2,1,0,0,29397.0,1,0,0,21,9,166,1,-1,0,3,0
570,58,4,1,2,0,256.0,0,0,0,14,6,508,1,186,4,2,0
571,36,4,2,2,0,1364.645545435511,1,0,2,2,6,1068,1,-1,0,3,1
572,33,4,1,2,0,1388.0,1,0,0,10,9,280,1,89,2,0,0
573,46,9,1,1,0,475.0,0,1,0,23,5,158,2,-1,0,3,0
574,40,1,1,1,0,755.0,0,0,0,23,5,145,1,-1,0,3,0
575,37,1,1,1,0,4321.0,0,0,0,5,6,657,1,-1,0,3,1
576,34,2,1,2,0,4028.0,0,0,0,19,9,98,1,-1,0,3,0
577,30,4,2,2,0,1466.0,0,0,0,12,1,111,4,-1,0,3,0
578,30,4,2,2,0,7788.0,0,0,0,6,1,391,4,-1,0,3,0
579,37,9,1,1,0,1458.0,0,0,0,22,7,344,1,326,1,2,0
580,52,1,1,0,0,359.0,0,0,1,26,1,361,14,-1,0,3,0
581,50,9,0,1,0,-556.0,1,1,0,22,5,270,2,-1,0,3,0
582,47,1,0,1,0,1364.645545435511,1,0,0,8,8,141,2,-1,0,3,0
583,40,1,1,1,0,34.0,1,1,0,14,5,97,3,-1,0,3,0
584,30,7,1,1,0,-68.0,1,1,0,24,5,78,1,-1,0,3,0
585,45,9,2,1,0,792.0,0,0,0,19,9,111,5,-1,0,3,0
586,33,0,2,2,0,1364.645545435511,1,0,0,14,0,247,1,-1,0,3,0
587,30,9,1,1,0,616.0,1,0,0,6,8,19,1,-1,0,3,0
588,33,1,2,1,0,381.0,1,0,0,7,8,1957,1,-1,0,3,0
589,25,0,2,1,0,0.0,0,1,0,8,5,238,3,-1,0,3,0
590,44,9,1,2,0,1454.0,0,0,2,11,6,156,2,-1,0,3,0
591,31,0,2,1,0,1016.0,1,0,2,20,6,9,5,-1,0,3,0
592,46,2,1,1,0,0.0,0,1,0,18,5,115,1,-1,0,3,0
593,50,1,1,0,0,12519.0,1,0,0,17,0,146,2,147,4,2,0
594,70,5,1,0,0,324.0,0,0,0,15,9,78,1,96,7,2,0
595,25,0,2,1,0,1235.0,1,1,0,14,8,64,1,349,3,0,0
596,49,0,1,1,0,880.0,1,1,0,18,8,22,3,-1,0,3,0
597,39,4,0,1,0,51.0,0,0,2,17,6,334,2,-1,0,3,0
598,49,2,1,1,0,348.0,0,0,0,11,1,105,2,-1,0,3,0
599,29,9,2,2,0,183.0,1,1,0,6,8,64,1,343,2,0,0
600,31,0,1,1,0,-170.0,1,1,0,17,0,252,1,326,1,0,0
601,32,0,1,1,0,552.0,1,0,0,6,8,98,2,-1,0,3,0
602,30,4,2,2,0,501.0,1,0,2,23,8,209,3,-1,0,3,0
603,33,1,1,0,0,191.0,1,0,2,9,8,162,2,-1,0,3,0
604,30,9,2,1,0,677.0,1,0,2,16,8,241,1,-1,0,3,0
605,31,6,2,3,0,7118.0,1,0,0,8,8,795,6,170,3,0,0
606,38,9,2,1,0,1685.0,1,0,2,5,8,185,1,-1,0,3,0
607,33,0,1,1,0,1364.645545435511,1,0,0,20,0,386,1,349,3,1,0
608,35,9,2,1,0,920.0,1,0,0,11,1,159,2,286,6,0,0
609,30,7,2,1,0,148.0,0,1,0,7,5,482,3,-1,0,3,0
610,35,9,1,3,0,208.0,1,0,2,19,8,214,1,-1,0,3,0
611,53,1,1,0,0,90.0,0,0,2,5,8,124,1,-1,0,3,0
612,37,7,1,1,0,1543.0,1,0,0,12,8,451,4,85,2,2,0
613,50,1,1,0,0,1064.0,1,0,0,8,1,31,2,-1,0,3,0
614,78,5,1,2,0,1204.0,0,0,1,17,9,135,2,-1,0,3,1
615,34,1,1,1,0,457.0,1,1,2,27,8,188,1,-1,0,3,0
616,38,9,1,1,0,10.0,0,0,0,2,3,86,1,161,5,1,0
617,51,7,1,1,0,276.0,0,0,0,14,1,80,2,-1,0,3,0
618,51,1,1,0,0,864.0,1,0,0,13,8,321,1,-1,0,3,0
619,46,1,1,3,0,336.0,1,0,0,14,1,260,3,457,1,1,1
620,51,10,1,1,0,107.0,0,0,0,20,1,79,4,-1,0,3,0
621,25,9,2,1,0,35.0,1,0,0,30,5,96,29,-1,0,3,0
622,47,4,1,2,0,5999.0,1,0,0,7,1,90,2,-1,0,3,0
623,45,4,1,3,0,169.0,0,0,0,5,3,58,1,-1,0,3,0
624,30,4,2,2,0,849.0,1,0,2,28,8,261,6,-1,0,3,0
625,44,2,1,1,1,-848.0,1,0,2,19,8,468,1,-1,0,3,0
626,38,10,1,2,0,2012.0,0,0,0,7,0,355,2,-1,0,3,0
627,47,6,1,0,0,3363.0,0,0,0,5,8,382,1,-1,0,3,0
628,55,4,1,1,0,8592.0,0,0,2,9,6,255,1,-1,0,3,0
629,50,1,2,1,0,708.0,1,0,2,15,8,104,1,-1,0,3,0
630,38,0,1,1,0,137.0,1,0,0,31,5,27,22,-1,0,3,0
631,33,9,1,2,0,15169.0,1,0,0,20,9,103,1,-1,0,3,0
632,30,6,1,2,0,1930.0,0,0,0,20,9,80,1,-1,0,3,0
633,30,0,2,1,0,1223.0,1,0,0,30,5,112,5,-1,0,3,0
634,35,1,1,1,0,3188.0,1,0,0,30,5,288,3,-1,0,3,0
635,46,1,1,1,0,640.0,1,0,0,12,7,215,1,182,4,2,1
636,33,7,1,1,0,310.0,1,0,2,8,8,172,4,-1,0,3,0
637,36,7,0,1,0,241.0,1,0,2,8,8,133,1,-1,0,3,0
638,33,0,1,1,0,105.0,1,0,2,26,8,122,4,-1,0,3,0
639,31,4,1,2,1,0.0,0,0,0,14,5,118,4,-1,0,3,0
640,48,1,1,0,0,199.0,0,0,1,18,1,29,2,-1,0,3,0
641,30,4,1,2,0,370.0,0,0,0,29,4,250,1,246,1,1,0
642,35,4,1,2,0,272.0,1,0,0,6,8,251,4,289,2,0,0
643,37,1,1,0,0,378.0,1,0,2,9,8,514,1,-1,0,3,0
644,38,1,1,0,0,447.0,1,0,0,13,8,699,1,-1,0,3,0
645,37,3,1,0,0,0.0,0,1,1,15,5,265,4,-1,0,3,0
646,56,9,1,3,0,84.0,1,0,0,13,8,65,2,370,1,0,0
647,47,1,1,0,0,881.0,1,0,0,14,8,143,1,370,2,0,0
648,59,5,1,1,0,5219.0,0,0,0,11,1,239,3,-1,0,3,0
649,37,3,1,1,0,7433.0,0,1,0,5,3,630,2,-1,0,3,1
650,24,6,2,3,0,1179.0,0,0,0,10,3,122,1,-1,0,3,0
652,42,4,1,2,0,478.0,0,1,0,8,5,165,1,-1,0,3,0
653,32,9,1,1,0,3271.0,0,0,0,12,3,375,1,374,1,1,1
654,24,8,2,1,0,1925.0,0,0,0,11,1,1363,1,-1,0,3,1
655,42,4,1,2,0,687.0,0,0,0,11,1,667,2,-1,0,3,0
656,47,7,1,1,0,1474.0,1,0,0,15,8,77,1,368,3,0,0
657,57,5,1,0,0,4908.0,0,0,0,30,4,868,1,-1,0,3,0
658,33,7,2,1,0,969.0,0,0,1,8,5,107,3,-1,0,3,0
659,37,4,1,1,0,4056.0,0,0,0,18,9,114,1,-1,0,3,0
661,52,1,1,0,0,2569.0,0,0,0,11,1,258,5,-1,0,3,0
662,26,4,2,2,0,3704.0,0,0,0,19,1,238,4,-1,0,3,1
663,48,0,1,0,0,4459.0,1,0,0,6,1,536,1,-1,0,3,0
664,44,9,1,1,0,736.0,1,0,1,14,8,210,2,-1,0,3,0
665,38,9,1,1,0,185.0,0,1,0,29,1,44,16,-1,0,3,0
666,42,1,1,1,0,193.0,1,0,2,17,6,171,1,-1,0,3,0
667,40,0,0,1,0,1364.645545435511,1,1,2,16,8,171,2,-1,0,3,0
668,26,1,1,0,0,172.0,1,0,0,18,8,410,3,354,3,0,0
669,37,4,2,2,0,1379.0,1,0,2,23,8,319,3,-1,0,3,0
670,39,9,2,1,0,175.0,0,1,2,16,6,757,2,-1,0,3,0
671,53,0,1,1,0,53.0,1,0,0,18,8,387,1,-1,0,3,1
673,32,8,2,1,0,0.0,0,0,0,21,9,206,1,-1,0,3,0
674,33,4,1,2,0,3456.0,1,0,2,3,6,258,2,-1,0,3,0
676,36,9,1,2,0,82.0,1,0,0,29,5,45,4,-1,0,3,0
677,29,1,0,1,0,-19.0,1,0,0,20,0,712,4,-1,0,3,1
678,22,1,1,1,0,223.0,1,0,0,6,8,268,1,344,1,0,0
679,37,9,2,2,0,197.0,0,0,0,16,9,-1,1,200,1,2,1
680,51,3,1,0,0,1337.0,0,0,1,30,5,74,6,-1,0,3,0
681,36,0,2,1,0,2556.0,1,0,0,13,0,342,1,-1,0,3,0
682,34,9,1,1,0,650.0,1,0,2,30,8,184,2,-1,0,3,0
683,52,0,1,3,0,635.0,0,0,0,7,1,228,4,-1,0,3,0
684,40,0,0,1,0,43.0,1,0,0,4,3,108,1,-1,0,3,0
685,54,5,1,0,0,235.0,0,1,0,31,5,28,5,-1,0,3,0
686,32,4,2,2,0,1431.0,0,0,0,4,3,199,2,-1,0,3,0
687,40,10,1,0,0,3444.0,1,0,2,19,8,792,4,-1,0,3,0
688,27,8,2,2,0,838.0,0,0,0,11,10,162,1,-1,0,3,0
689,49,10,1,2,0,2806.0,0,0,0,23,5,366,2,-1,0,3,0
690,62,7,1,0,0,276.0,0,0,0,14,10,75000,2,-1,0,3,0
691,37,9,1,1,0,344.0,1,1,0,17,9,56,1,-1,0,3,0
692,26,9,2,1,0,455.0,0,0,0,29,4,240,1,182,8,1,0
693,40,5,1,0,0,279.0,0,0,1,15,10,227,1,-1,0,3,0
694,55,6,1,1,0,181.0,0,0,0,4,1,68,1,-1,0,3,0
695,39,0,1,1,0,260.0,1,0,0,13,9,226,1,94,4,2,1
696,38,7,0,1,0,61.0,0,0,2,5,6,636,1,-1,0,3,1
697,49,0,1,2,0,255.0,1,0,0,30,7,96,6,-1,0,3,0
698,40,11,1,3,0,3940.0,0,0,2,16,6,298,6,-1,0,3,0
699,46,1,1,0,0,783.0,1,0,0,4,1,73,1,-1,0,3,0
700,36,9,1,2,0,-290.0,1,1,0,29,4,150,1,189,3,0,0
701,54,9,1,1,0,899.0,0,1,0,17,9,61,1,145,1,1,0
702,29,0,2,1,0,-498.0,1,0,0,2,3,99,3,227,14,0,0
703,44,6,1,2,0,233.0,1,1,0,25,5,161,7,-1,0,3,0
704,28,0,2,1,0,127.0,0,0,0,16,11,1334,2,-1,0,3,1
705,40,1,1,0,0,236.0,1,0,2,20,8,167,2,-1,0,3,0
706,33,1,2,1,0,213.0,1,0,2,2,6,163,2,-1,0,3,0
708,43,0,1,1,0,1159.0,1,0,0,14,0,114,2,-1,0,3,0
709,32,1,1,0,0,12705.0,1,0,0,20,9,211,2,-1,0,3,0
711,47,7,1,1,0,600.0,1,1,0,12,8,8,8,-1,0,3,0
712,45,1,1,3,0,909.0,1,0,0,30,4,166,1,262,1,1,0
713,34,4,1,2,0,8.0,1,0,1,5,9,6,1,-1,0,3,0
714,33,4,2,2,0,1364.645545435511,0,0,0,7,10,201,1,58,3,0,1
715,58,5,1,1,0,150.0,1,0,2,5,6,420,4,-1,0,3,0
716,49,0,1,1,0,1677.0,0,0,2,5,6,19,3,-1,0,3,0
717,34,0,1,1,0,592.0,1,0,2,8,6,49,1,-1,0,3,0
719,49,7,2,3,0,5095.0,1,0,0,20,9,127,2,157,1,0,0
720,45,7,1,1,0,307.0,0,1,0,17,5,147,3,-1,0,3,0
721,46,9,1,1,0,3434.0,0,1,0,8,6,148,2,101,1,2,1
722,51,7,2,1,0,513.0,1,0,0,29,5,331,2,-1,0,3,0
723,40,2,1,1,0,2139.0,1,0,0,15,8,576,4,371,1,0,1
724,34,9,2,1,0,174.0,0,0,1,11,8,259,4,-1,0,3,0
725,33,0,0,0,0,1416.0,1,0,2,2,6,239,4,-1,0,3,0
726,36,9,1,1,0,283.0,1,1,2,27,6,56,2,-1,0,3,0
727,53,0,1,1,0,2955.0,0,0,2,19,6,605,1,-1,0,3,0
729,31,4,2,2,0,5205.0,0,0,0,9,6,529,2,-1,0,3,1
730,39,7,1,1,0,435.0,1,0,0,15,8,411,6,175,3,1,0
731,59,5,1,0,0,6955.0,0,1,2,20,6,179,10,-1,0,3,0
732,47,2,2,2,0,77.0,1,1,0,7,8,308,1,335,3,0,0
733,28,4,2,2,1,1414.0,1,0,0,8,5,294,1,521,1,0,1
734,58,9,0,1,0,469.0,0,0,2,6,8,196,1,-1,0,3,0
735,59,4,1,2,0,37.0,0,0,0,12,1,64,9,-1,0,3,0
736,28,1,1,1,0,1364.645545435511,1,0,0,20,0,415,2,-1,0,3,0
737,31,4,1,1,0,6943.0,1,0,2,14,8,109,1,-1,0,3,0
738,33,7,1,1,0,0.0,1,1,0,31,5,35,29,-1,0,3,0
739,26,9,2,2,0,777.0,1,0,0,14,1,260,2,463,1,0,0
740,48,9,1,1,0,219.0,1,1,2,29,8,154,4,-1,0,3,0
741,60,5,0,1,0,2047.0,1,0,1,21,5,241,3,-1,0,3,0
743,32,1,1,1,0,2549.0,1,0,2,23,8,246,3,-1,0,3,0
744,28,0,2,1,0,27.0,0,0,0,27,1,294,1,-1,0,3,0
745,41,7,0,1,0,0.0,1,0,0,2,3,20,1,-1,0,3,0
746,23,8,2,1,0,-116.0,1,0,2,20,8,109,6,-1,0,3,0
748,48,4,2,2,0,-295.0,0,1,0,28,4,121,1,190,2,0,0
749,30,9,1,2,0,-256.0,1,0,2,15,8,51,5,-1,0,3,0
750,40,4,1,2,0,4539.0,0,0,0,13,5,256,3,439,1,0,1
