age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32.0,blue-collar,married,secondary,0,298.0,1,0,unknown,29,may,142,7.0,0,0,unknown,0
48.0,blue-collar,married,secondary,0,2697.0,1,1,unknown,26,may,79,5.0,0,0,unknown,0
40.0,management,married,primary,0,1231.0,1,1,unknown,15,may,184,2.0,0,0,unknown,0
42.0,technician,married,secondary,0,994.0,1,0,cellular,18,jan,453,1.0,1,1,success,1
24.0,self-employed,single,tertiary,0,931.0,1,0,unknown,28,may,200,4.0,0,0,unknown,0
40.0,technician,single,secondary,0,591.0,0,1,cellular,14,aug,87,6.0,0,0,unknown,0
36.0,self-employed,single,tertiary,0,2000.0,0,0,unknown,6,jun,94,1.0,0,0,unknown,0
43.0,self-employed,single,primary,0,1337.0,1,1,cellular,20,nov,632,2.0,0,0,unknown,0
42.0,services,married,secondary,0,146.0,1,1,cellular,15,may,670,4.0,1,0,failure,1
30.0,management,married,tertiary,0,1235.0,0,0,cellular,28,jan,119,2.0,0,0,unknown,0
50.0,,married,secondary,0,-197.0,1,0,cellular,16,apr,125,2.0,0,0,unknown,0
47.0,management,married,unknown,0,12245.0,0,0,cellular,7,jul,1103,3.0,0,0,unknown,0
,management,married,tertiary,0,9.0,0,0,cellular,11,aug,386,4.0,0,0,unknown,1
24.0,blue-collar,divorced,secondary,0,513.0,1,0,cellular,15,may,61,3.0,0,0,unknown,0
38.0,management,married,tertiary,1,-1007.0,1,1,unknown,19,jun,71,1.0,0,0,unknown,0
38.0,management,single,tertiary,0,0.0,1,0,unknown,8,may,92,3.0,0,0,unknown,0
30.0,management,married,tertiary,0,740.0,1,1,cellular,11,may,242,3.0,1,0,other,0
53.0,management,married,tertiary,0,0.0,0,0,cellular,26,aug,240,2.0,0,0,unknown,0
59.0,technician,married,secondary,0,2342.0,0,1,telephone,23,jul,226,1.0,0,0,unknown,0
59.0,admin.,divorced,primary,0,0.0,1,0,cellular,29,jul,604,3.0,0,0,unknown,0
40.0,blue-collar,married,primary,0,,1,0,unknown,6,may,410,2.0,0,0,unknown,0
44.0,blue-collar,married,secondary,0,560.0,1,0,unknown,15,may,80,1.0,0,0,unknown,0
52.0,housemaid,married,secondary,0,411.0,1,0,telephone,12,may,210,3.0,0,0,unknown,0
53.0,services,married,secondary,0,-2.0,1,1,cellular,16,apr,144,2.0,0,0,unknown,0
38.0,entrepreneur,single,tertiary,0,638.0,1,0,unknown,9,may,150,1.0,0,0,unknown,0
59.0,management,married,tertiary,0,3998.0,1,0,cellular,16,jul,60,1.0,0,0,unknown,0
43.0,housemaid,married,primary,0,94.0,0,0,cellular,23,jul,35,9.0,0,0,unknown,0
39.0,blue-collar,married,primary,0,519.0,1,1,unknown,26,may,117,1.0,0,0,unknown,0
31.0,blue-collar,single,secondary,0,297.0,1,0,cellular,20,nov,279,2.0,0,0,unknown,0
27.0,self-employed,married,tertiary,0,0.0,0,1,cellular,28,jul,133,4.0,0,0,unknown,0
35.0,management,married,tertiary,0,231.0,0,0,cellular,26,aug,130,6.0,0,0,unknown,0
33.0,housemaid,married,primary,0,451.0,1,0,cellular,11,may,327,1.0,0,0,unknown,0
26.0,blue-collar,single,secondary,0,2007.0,0,0,cellular,13,jul,272,3.0,1,0,success,1
31.0,technician,married,tertiary,0,4315.0,1,0,unknown,21,may,359,1.0,0,0,unknown,0
58.0,entrepreneur,divorced,secondary,0,0.0,1,0,cellular,7,may,270,3.0,0,0,unknown,0
58.0,technician,married,secondary,0,592.0,0,0,unknown,17,jun,206,1.0,0,0,unknown,0
44.0,services,married,secondary,0,191.0,1,1,cellular,7,may,490,1.0,0,0,unknown,0
59.0,blue-collar,divorced,primary,0,4399.0,1,0,telephone,31,jul,69,8.0,0,0,unknown,0
33.0,management,married,tertiary,0,250.0,0,0,cellular,4,mar,377,6.0,0,0,unknown,1
36.0,blue-collar,married,secondary,0,-190.0,1,0,unknown,27,may,348,2.0,0,0,unknown,0
35.0,technician,married,secondary,0,46.0,0,0,cellular,8,aug,404,4.0,0,0,unknown,0
36.0,management,divorced,tertiary,0,102.0,1,0,cellular,14,apr,114,1.0,0,0,unknown,0
37.0,services,married,secondary,0,749.0,1,0,cellular,3,apr,121,2.0,0,0,unknown,0
31.0,services,married,secondary,0,490.0,1,0,cellular,21,nov,394,5.0,1,0,other,0
34.0,management,married,tertiary,0,82.0,0,0,,14,may,94,6.0,0,0,unknown,0
41.0,blue-collar,single,primary,1,-137.0,1,1,unknown,6,may,189,1.0,0,0,unknown,0
59.0,retired,married,primary,0,0.0,0,0,cellular,12,aug,66,2.0,0,0,unknown,0
53.0,services,married,secondary,0,341.0,0,0,cellular,12,aug,90,,1,0,success,0
27.0,unemployed,single,primary,0,1459.0,1,0,telephone,29,jan,153,1.0,0,0,unknown,0
35.0,administrator,married,secondary,0,,1,0,unknown,16,jun,359,1.0,0,0,unknown,0
54.0,technician,married,secondary,0,827.0,0,1,unknown,20,jun,294,2.0,0,0,unknown,0
59.0,retired,married,primary,0,363.0,0,0,cellular,30,apr,400,1.0,0,0,unknown,1
57.0,retired,married,primary,0,6969.0,0,0,cellular,19,nov,152,2.0,0,0,unknown,0
54.0,management,divorced,tertiary,0,92.0,0,1,telephone,7,jul,86,4.0,0,0,unknown,0
58.0,retired,married,primary,0,69.0,0,0,cellular,29,aug,76,8.0,0,0,unknown,0
36.0,blue-collar,married,secondary,0,0.0,1,0,cellular,5,may,189,1.0,0,0,unknown,0
35.0,services,single,secondary,0,2223.0,0,0,cellular,17,nov,499,3.0,0,0,unknown,0
48.0,blue-collar,married,secondary,0,,1,0,cellular,16,apr,255,2.0,1,0,other,0
45.0,entrepreneur,divorced,tertiary,0,-395.0,1,0,unknown,13,may,470,1.0,0,0,unknown,1
36.0,admin.,married,tertiary,0,0.0,1,0,cellular,22,jul,62,1.0,0,0,unknown,0
39.0,entrepreneur,married,tertiary,0,0.0,0,0,cellular,25,aug,422,10.0,0,0,unknown,0
44.0,administrator,divorced,secondary,0,397.0,1,1,cellular,16,feb,127,1.0,1,0,other,1
32.0,technician,married,tertiary,0,2976.0,1,0,cellular,5,feb,783,1.0,1,0,failure,1
28.0,unemployed,single,tertiary,0,0.0,0,0,telephone,2,feb,39,1.0,0,0,unknown,0
43.0,management,married,tertiary,0,1825.0,1,0,unknown,20,may,742,2.0,0,0,unknown,0
32.0,technician,single,tertiary,0,388.0,1,0,cellular,22,aug,119,2.0,0,0,unknown,0
35.0,self-employed,divorced,secondary,0,3443.0,0,0,cellular,30,jul,409,4.0,0,0,unknown,0
57.0,entrepreneur,married,secondary,0,666.0,0,0,cellular,4,aug,138,1.0,0,0,unknown,0
31.0,services,married,secondary,1,-455.0,0,1,cellular,16,jul,168,2.0,0,0,unknown,0
32.0,blue-collar,single,secondary,0,623.0,1,0,cellular,20,apr,-5,4.0,0,0,unknown,0
33.0,administrator,married,secondary,0,252.0,1,0,cellular,22,jul,270,2.0,0,0,unknown,0
41.0,blue-collar,married,secondary,0,,1,0,cellular,11,may,273,3.0,0,0,unknown,0
38.0,management,single,secondary,0,53.0,0,0,unknown,9,jun,280,1.0,0,0,unknown,0
21.0,student,single,secondary,0,232.0,1,0,unknown,21,may,110,2.0,0,0,unknown,0
44.0,technician,married,secondary,0,1210.0,0,0,unknown,5,jun,690,2.0,0,0,unknown,0
33.0,technician,single,secondary,0,2583.0,0,0,cellular,6,feb,129,1.0,0,0,unknown,0
23.0,technician,single,secondary,0,283.0,1,0,cellular,22,sep,175,1.0,1,0,success,1
27.0,services,married,secondary,0,199.0,0,0,cellular,4,feb,108,2.0,1,0,failure,0
56.0,management,divorced,tertiary,0,66.0,0,1,cellular,30,jul,72,4.0,0,0,unknown,0
32.0,technician,married,secondary,0,-413.0,1,0,cellular,13,aug,100,2.0,0,0,unknown,0
30.0,unemployed,married,secondary,0,,0,0,cellular,8,aug,61,4.0,0,0,unknown,0
34.0,blue-collar,single,secondary,0,381.0,1,0,unknown,12,may,102,1.0,0,0,unknown,0
44.0,self-employed,married,unknown,0,680.0,1,0,telephone,30,jul,84,,0,0,unknown,0
42.0,self-employed,divorced,secondary,0,484.0,1,0,cellular,21,nov,321,3.0,1,0,failure,0
53.0,retired,married,tertiary,0,7132.0,0,0,cellular,13,aug,88,2.0,0,0,unknown,0
45.0,self-employed,single,tertiary,0,,0,0,cellular,19,nov,125,2.0,0,0,unknown,0
27.0,self-employed,single,secondary,0,50.0,0,0,cellular,29,jan,168,1.0,0,0,unknown,0
50.0,blue-collar,married,primary,0,,1,0,unknown,9,may,257,6.0,0,0,unknown,0
22.0,student,single,unknown,0,,0,0,cellular,3,jul,69,3.0,0,0,unknown,0
58.0,admin.,married,secondary,0,2160.0,1,1,cellular,5,may,1090,1.0,0,0,unknown,1
53.0,blue-collar,married,primary,0,38.0,0,1,cellular,15,jul,321,5.0,0,0,unknown,0
34.0,technician,single,secondary,0,105.0,1,0,cellular,7,may,146,2.0,1,0,failure,0
31.0,blue-collar,single,secondary,0,0.0,1,0,unknown,21,may,397,9.0,0,0,unknown,0
43.0,services,married,primary,0,2557.0,1,0,telephone,15,oct,166,3.0,1,0,success,1
53.0,services,divorced,primary,0,200.0,0,0,cellular,17,nov,182,3.0,0,0,unknown,0
33.0,admin.,divorced,secondary,0,140.0,1,0,unknown,8,may,139,1.0,0,0,unknown,0
48.0,technician,married,secondary,0,761.0,0,0,cellular,21,nov,307,2.0,0,0,unknown,0
33.0,services,single,secondary,0,148.0,1,0,cellular,17,apr,271,1.0,1,0,failure,0
32.0,technician,single,secondary,0,-5.0,0,1,cellular,26,aug,300,4.0,0,0,unknown,0
50.0,unknown,married,unknown,0,0.0,0,0,cellular,21,aug,120,2.0,0,0,unknown,0
37.0,admin.,married,primary,0,7208.0,0,0,unknown,16,jun,117,1.0,0,0,unknown,0
60.0,entrepreneur,married,tertiary,0,1164.0,1,0,unknown,15,may,325,,0,0,unknown,0
31.0,technician,single,secondary,0,4.0,1,0,cellular,20,apr,172,3.0,0,0,unknown,0
36.0,services,married,secondary,0,84.0,0,0,cellular,27,aug,206,3.0,0,0,unknown,0
36.0,technician,married,secondary,0,3579.0,0,0,cellular,14,aug,308,2.0,0,0,unknown,0
61.0,retired,married,primary,0,2686.0,0,0,telephone,22,oct,84,3.0,0,0,unknown,0
43.0,management,married,tertiary,0,370.0,0,0,cellular,28,aug,142,5.0,0,0,unknown,0
47.0,technician,married,secondary,0,2394.0,0,1,unknown,20,jun,61,2.0,0,0,unknown,0
28.0,blue-collar,single,secondary,0,517.0,0,1,cellular,6,feb,91,3.0,1,0,success,0
30.0,management,single,tertiary,0,596.0,0,0,cellular,4,jun,125,2.0,0,0,unknown,0
42.0,administrator,divorced,secondary,0,154.0,1,0,cellular,13,may,133,2.0,0,0,unknown,0
38.0,management,married,tertiary,0,-585.0,1,0,,1,jul,196,4.0,0,0,unknown,0
36.0,blue-collar,divorced,secondary,0,853.0,0,0,unknown,20,jun,15,12.0,0,0,unknown,0
37.0,management,married,tertiary,0,2019.0,1,0,cellular,13,may,368,1.0,0,0,unknown,0
40.0,blue-collar,married,primary,0,303.0,0,0,unknown,30,may,104,6.0,0,0,unknown,0
34.0,blue-collar,married,secondary,0,-29.0,1,0,cellular,11,may,200,2.0,1,0,other,0
36.0,technician,single,secondary,0,-272.0,0,1,cellular,4,jul,53,6.0,0,0,unknown,0
47.0,services,married,secondary,0,518.0,0,0,cellular,29,aug,96,2.0,0,0,unknown,0
29.0,blue-collar,married,secondary,0,,1,0,unknown,23,jun,123,2.0,0,0,unknown,0
43.0,management,married,tertiary,1,0.0,0,0,cellular,21,jul,455,2.0,0,0,unknown,0
38.0,management,married,tertiary,0,238.0,0,0,cellular,4,may,131,1.0,1,0,success,0
44.0,technician,single,secondary,0,196.0,1,0,cellular,6,feb,386,3.0,0,0,unknown,0
32.0,blue-collar,single,secondary,0,5252.0,1,0,unknown,21,may,1162,2.0,0,0,unknown,0
30.0,management,married,tertiary,0,1476.0,1,1,unknown,3,jun,199,4.0,0,0,unknown,0
38.0,blue-collar,single,primary,0,490.0,1,1,unknown,25,aug,17,1.0,0,0,unknown,0
31.0,technician,married,tertiary,0,3338.0,1,0,cellular,21,dec,264,2.0,0,0,unknown,1
28.0,entrepreneur,single,tertiary,0,104.0,0,0,cellular,30,apr,170,1.0,0,0,unknown,0
37.0,technician,divorced,secondary,0,1176.0,0,1,unknown,21,may,282,2.0,0,0,unknown,0
31.0,blue-collar,married,secondary,0,136.0,0,0,cellular,12,may,228,2.0,1,0,failure,1
35.0,blue-collar,single,secondary,0,3507.0,1,0,cellular,8,may,422,2.0,0,0,unknown,0
47.0,administrator,divorced,secondary,0,207.0,1,0,cellular,2,feb,244,1.0,1,0,failure,0
48.0,administrator,married,unknown,0,3756.0,0,0,cellular,14,aug,65,10.0,0,0,unknown,0
58.0,entrepreneur,married,tertiary,1,,0,1,cellular,25,jul,138,4.0,0,0,unknown,0
43.0,entrepreneur,married,primary,0,0.0,1,0,unknown,30,may,222,9.0,0,0,unknown,0
49.0,blue-collar,married,secondary,0,1039.0,1,0,cellular,14,may,156,2.0,1,0,failure,0
54.0,services,married,secondary,0,812.0,0,0,cellular,31,jul,113,6.0,0,0,unknown,0
51.0,unemployed,married,secondary,0,425.0,1,0,unknown,14,may,286,14.0,0,0,unknown,0
57.0,retired,married,tertiary,0,1292.0,0,0,cellular,24,mar,89,1.0,0,0,unknown,0
31.0,blue-collar,married,secondary,0,873.0,1,0,unknown,23,may,145,4.0,0,0,unknown,0
41.0,management,married,tertiary,0,0.0,0,0,cellular,17,sep,294,4.0,1,1,other,1
38.0,admin.,single,secondary,0,3239.0,0,0,unknown,5,jun,817,2.0,0,0,unknown,1
33.0,admin.,divorced,secondary,0,961.0,0,0,cellular,30,jan,308,2.0,0,0,unknown,0
27.0,management,single,secondary,0,,1,0,unknown,21,may,162,1.0,0,0,unknown,0
56.0,technician,divorced,secondary,0,99.0,1,0,unknown,6,may,155,2.0,0,0,unknown,0
33.0,management,married,secondary,0,609.0,1,0,unknown,21,may,239,2.0,0,1,unknown,0
55.0,blue-collar,married,primary,0,-1217.0,1,0,cellular,19,aug,242,4.0,0,0,unknown,0
38.0,entrepreneur,married,tertiary,0,1514.0,0,1,cellular,21,nov,160,3.0,1,0,failure,0
36.0,management,married,tertiary,0,139.0,1,0,cellular,20,apr,79,1.0,0,0,unknown,0
35.0,blue-collar,single,secondary,0,4845.0,0,0,cellular,19,nov,718,1.0,0,0,unknown,0
44.0,admin.,married,secondary,0,251.0,0,1,telephone,28,jul,122,3.0,0,0,unknown,0
37.0,blue-collar,single,primary,0,914.0,0,0,unknown,11,jun,72,1.0,0,0,unknown,0
30.0,technician,single,secondary,0,,1,0,telephone,3,feb,678,2.0,1,0,other,0
51.0,management,married,tertiary,0,994.0,0,0,cellular,3,sep,268,1.0,1,0,failure,0
50.0,management,married,tertiary,0,8205.0,1,0,telephone,25,oct,293,3.0,1,0,other,0
42.0,blue-collar,married,secondary,0,0.0,1,0,cellular,25,jul,184,2.0,0,0,unknown,0
43.0,management,married,tertiary,0,409.0,0,0,cellular,22,jul,100,7.0,0,0,unknown,0
46.0,blue-collar,married,secondary,0,1934.0,1,0,unknown,13,may,20,1.0,0,0,unknown,0
64.0,management,married,tertiary,0,4688.0,0,0,cellular,21,oct,200,1.0,0,0,unknown,1
35.0,technician,single,secondary,0,4645.0,1,0,cellular,11,jan,502,3.0,1,1,other,0
31.0,administrator,single,secondary,0,738.0,1,0,cellular,18,jul,381,1.0,0,0,unknown,0
59.0,blue-collar,married,secondary,0,681.0,1,0,telephone,14,apr,427,2.0,0,0,unknown,0
37.0,blue-collar,married,unknown,0,622.0,1,0,cellular,11,may,175,,0,0,unknown,0
39.0,admin.,divorced,secondary,0,83.0,1,0,cellular,30,jul,69,6.0,0,0,unknown,0
38.0,self-employed,married,secondary,0,581.0,1,0,cellular,4,feb,281,5.0,0,0,unknown,0
46.0,blue-collar,married,primary,0,1227.0,0,0,telephone,28,jan,157,3.0,0,0,unknown,0
29.0,administrator,divorced,secondary,0,-254.0,1,0,cellular,14,may,406,2.0,0,0,unknown,1
32.0,management,divorced,primary,0,137.0,1,0,unknown,20,may,13,12.0,0,0,unknown,0
31.0,technician,married,tertiary,0,0.0,1,0,unknown,4,jun,67,2.0,0,0,unknown,0
44.0,housemaid,married,secondary,0,2541.0,0,0,cellular,27,aug,138,3.0,0,0,unknown,0
48.0,administrator,married,secondary,0,2707.0,0,0,cellular,17,nov,212,2.0,0,0,unknown,0
46.0,blue-collar,married,primary,0,557.0,0,0,unknown,18,jun,89,1.0,0,0,unknown,0
26.0,technician,married,secondary,0,915.0,0,0,cellular,2,jun,384,1.0,0,0,unknown,1
37.0,housemaid,single,primary,0,,0,0,unknown,17,jun,131,2.0,0,0,unknown,0
31.0,management,married,tertiary,0,155.0,1,0,cellular,8,sep,214,1.0,1,0,failure,0
26.0,administrator,single,tertiary,0,6.0,1,0,cellular,5,may,171,1.0,0,0,unknown,0
38.0,services,married,secondary,0,497.0,1,1,unknown,19,may,88,5.0,0,0,unknown,0
,blue-collar,married,primary,0,187.0,1,0,cellular,23,jul,156,2.0,0,0,unknown,0
33.0,technician,divorced,tertiary,0,0.0,1,0,cellular,2,jun,72,1.0,0,0,unknown,0
,,married,primary,0,557.0,1,0,unknown,28,may,173,1.0,0,0,unknown,0
46.0,blue-collar,married,primary,0,476.0,1,0,unknown,30,may,311,4.0,0,0,unknown,0
53.0,technician,divorced,secondary,0,173.0,0,1,unknown,1,jul,157,1.0,0,0,unknown,0
31.0,blue-collar,single,secondary,0,823.0,0,0,unknown,26,may,174,3.0,0,0,unknown,0
,admin.,married,secondary,0,1156.0,0,1,unknown,3,jul,74,5.0,0,0,unknown,0
30.0,blue-collar,single,primary,0,546.0,1,0,unknown,21,may,396,1.0,0,0,unknown,0
48.0,admin.,single,secondary,0,3531.0,1,0,cellular,20,apr,81,2.0,1,0,failure,0
,technician,single,secondary,0,-320.0,1,0,unknown,9,may,128,1.0,0,0,unknown,0
60.0,management,married,tertiary,0,3401.0,0,0,cellular,2,feb,121,1.0,1,0,success,0
42.0,technician,divorced,secondary,0,-78.0,1,1,cellular,29,jul,10,,0,0,unknown,0
34.0,admin.,single,tertiary,0,4254.0,1,0,cellular,21,nov,714,1.0,0,0,unknown,1
57.0,services,married,primary,0,1728.0,1,0,telephone,16,jul,164,1.0,0,0,unknown,0
55.0,management,married,tertiary,0,1267.0,1,0,unknown,30,may,82,2.0,0,0,unknown,0
55.0,retired,married,secondary,0,,0,0,cellular,11,jul,593,2.0,0,0,unknown,0
41.0,blue-collar,married,primary,1,76.0,0,1,cellular,10,jul,439,1.0,0,0,unknown,0
40.0,technician,married,secondary,0,5811.0,1,0,cellular,18,nov,172,1.0,0,0,unknown,0
36.0,unemployed,married,primary,0,0.0,0,0,unknown,12,jun,107,1.0,0,0,unknown,0
30.0,management,married,tertiary,0,151.0,0,0,cellular,21,aug,121,1.0,0,0,unknown,0
,retired,married,secondary,0,86.0,0,0,cellular,25,jan,639,1.0,1,0,success,1
32.0,,divorced,tertiary,0,312.0,1,1,unknown,19,may,886,3.0,0,0,unknown,0
52.0,blue-collar,married,primary,0,1515.0,0,0,cellular,7,aug,20,4.0,0,0,unknown,0
53.0,self-employed,married,tertiary,0,687.0,0,0,cellular,4,feb,319,5.0,0,0,unknown,0
36.0,blue-collar,married,primary,0,44.0,0,0,unknown,20,jun,11,2.0,0,0,unknown,0
65.0,unemployed,married,tertiary,0,0.0,0,0,cellular,10,aug,465,1.0,0,0,unknown,0
,technician,single,secondary,0,-156.0,1,0,cellular,18,may,4,2.0,0,0,unknown,0
32.0,self-employed,divorced,primary,0,0.0,1,0,cellular,17,apr,232,2.0,0,0,unknown,0
60.0,retired,married,secondary,1,0.0,0,0,cellular,19,aug,316,2.0,0,0,unknown,0
41.0,unemployed,single,secondary,0,75.0,1,0,cellular,8,may,103,2.0,1,0,failure,0
57.0,blue-collar,married,primary,0,403.0,1,0,telephone,17,feb,63,2.0,0,0,unknown,0
43.0,management,married,tertiary,0,136.0,0,0,cellular,6,aug,120,2.0,0,0,unknown,0
43.0,management,married,unknown,0,5172.0,1,0,unknown,29,may,57,3.0,0,0,unknown,0
30.0,self-employed,married,tertiary,0,1036.0,1,1,cellular,21,nov,82,2.0,0,0,unknown,0
58.0,management,divorced,tertiary,0,-71.0,0,0,unknown,27,may,114,1.0,0,0,unknown,0
53.0,entrepreneur,married,unknown,0,2496.0,0,1,cellular,18,nov,94,1.0,0,0,unknown,0
42.0,technician,divorced,secondary,0,-280.0,1,0,unknown,26,may,258,1.0,0,0,unknown,0
36.0,entrepreneur,single,tertiary,0,658.0,1,0,cellular,29,jan,99,1.0,1,0,failure,0
37.0,,married,secondary,0,857.0,1,0,cellular,28,jan,132,1.0,0,0,unknown,0
,management,single,tertiary,0,,0,0,cellular,20,nov,172,2.0,0,0,unknown,0
30.0,,single,tertiary,0,1692.0,1,0,cellular,15,may,251,1.0,0,1,unknown,0
57.0,self-employed,married,tertiary,0,894.0,1,0,cellular,18,nov,79,1.0,0,0,unknown,0
55.0,blue-collar,married,primary,0,0.0,0,0,unknown,17,jun,285,1.0,0,0,unknown,0
59.0,administrator,married,secondary,0,817.0,0,0,cellular,9,apr,304,1.0,0,0,unknown,0
52.0,management,married,tertiary,0,732.0,0,0,telephone,4,feb,48,1.0,0,0,unknown,0
36.0,services,married,secondary,0,1177.0,1,1,,3,feb,50,5.0,0,0,unknown,0
45.0,technician,married,secondary,0,1003.0,1,0,unknown,4,jun,71,1.0,0,0,unknown,0
41.0,blue-collar,divorced,secondary,0,351.0,1,0,cellular,6,feb,12,8.0,1,1,other,0
36.0,technician,married,secondary,0,1109.0,1,0,unknown,23,may,122,5.0,0,0,unknown,0
31.0,unemployed,single,secondary,0,1214.0,0,0,cellular,4,feb,974,1.0,0,0,unknown,1
26.0,admin.,single,tertiary,0,313.0,0,1,cellular,2,jun,199,1.0,1,0,success,1
33.0,technician,married,secondary,0,256.0,1,0,cellular,18,nov,76,1.0,0,0,unknown,0
41.0,self-employed,married,secondary,0,323.0,1,0,cellular,17,apr,-20,2.0,1,0,other,1
27.0,blue-collar,single,secondary,0,-116.0,1,1,cellular,17,apr,432,2.0,1,0,failure,0
50.0,blue-collar,,secondary,0,26.0,1,0,cellular,7,may,245,5.0,1,0,failure,0
39.0,technician,single,unknown,0,75.0,0,0,unknown,6,jun,26,1.0,0,0,unknown,0
37.0,services,single,secondary,0,105.0,0,1,unknown,17,jun,260,4.0,0,0,unknown,0
19.0,student,single,secondary,0,55.0,0,0,telephone,6,oct,89,2.0,1,0,other,0
60.0,unemployed,single,tertiary,0,361.0,0,0,cellular,5,feb,1837,1.0,0,0,unknown,0
36.0,technician,married,secondary,0,368.0,1,1,unknown,6,may,1597,2.0,0,0,unknown,1
58.0,unemployed,married,secondary,0,3867.0,1,0,telephone,11,may,159,1.0,1,0,failure,0
28.0,blue-collar,married,secondary,0,631.0,1,0,cellular,13,apr,151,1.0,0,0,unknown,0
45.0,housemaid,divorced,primary,0,544.0,0,0,unknown,11,jun,110,1.0,0,0,unknown,0
52.0,services,divorced,secondary,0,0.0,1,0,cellular,11,may,243,2.0,0,0,unknown,0
39.0,technician,single,tertiary,0,-41.0,0,1,cellular,25,aug,40,15.0,0,0,unknown,0
26.0,blue-collar,married,unknown,0,407.0,1,0,unknown,28,may,346,2.0,0,0,unknown,0
31.0,technician,married,secondary,0,310.0,1,0,cellular,20,aug,228,2.0,0,0,unknown,0
47.0,retired,single,primary,0,3033.0,0,0,cellular,8,sep,293,1.0,0,0,unknown,1
38.0,technician,single,tertiary,0,1077.0,1,1,cellular,29,jan,87,1.0,0,0,unknown,0
44.0,blue-collar,married,primary,0,0.0,1,0,telephone,5,may,408,2.0,1,0,failure,0
33.0,admin.,single,secondary,0,1437.0,1,0,unknown,21,may,641,1.0,0,0,unknown,0
35.0,management,divorced,tertiary,0,3751.0,1,0,cellular,18,aug,210,2.0,1,0,failure,0
53.0,retired,married,primary,0,3126.0,1,0,cellular,22,jul,237,1.0,0,0,unknown,0
32.0,technician,single,secondary,0,28.0,1,0,cellular,18,nov,368,1.0,0,0,unknown,0
43.0,management,married,tertiary,0,5082.0,0,0,cellular,3,feb,99,3.0,0,0,unknown,0
,administrator,married,secondary,0,3190.0,1,0,unknown,20,jun,20,2.0,0,0,unknown,0
49.0,admin.,single,secondary,0,-1193.0,1,1,unknown,3,jun,73,1.0,0,0,unknown,0
27.0,blue-collar,single,secondary,0,940.0,1,0,cellular,15,may,141,1.0,1,0,failure,0
40.0,,divorced,secondary,0,6.0,0,0,unknown,11,jun,140,1.0,0,0,unknown,0
47.0,technician,married,tertiary,0,2408.0,0,0,cellular,30,apr,376,,0,0,unknown,1
47.0,blue-collar,married,secondary,0,578.0,1,0,unknown,28,may,146,1.0,0,0,unknown,0
31.0,management,single,tertiary,0,0.0,1,0,unknown,5,may,562,,0,0,unknown,0
39.0,technician,divorced,secondary,0,566.0,0,0,cellular,21,nov,46,7.0,0,0,unknown,0
39.0,services,divorced,secondary,0,1062.0,1,0,unknown,20,jun,10,4.0,0,0,unknown,0
54.0,blue-collar,married,primary,0,2584.0,0,0,cellular,20,aug,387,7.0,0,0,unknown,0
29.0,admin.,single,secondary,0,1277.0,0,0,cellular,20,jul,165,2.0,1,0,success,1
58.0,management,married,tertiary,0,2261.0,1,0,cellular,3,jun,1361,1.0,1,0,failure,0
31.0,unemployed,single,tertiary,0,498.0,0,0,cellular,29,jan,264,2.0,0,0,unknown,0
38.0,technician,single,secondary,0,12926.0,1,0,unknown,3,jun,280,1.0,0,0,unknown,0
41.0,management,single,tertiary,0,601.0,1,1,cellular,2,feb,457,2.0,0,0,unknown,0
