age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
46.0,administrator,married,secondary,0,35.0,0,0,unknown,16,may,84,,0,0,unknown
37.0,blue-collar,married,secondary,0,80.0,1,1,unknown,9,aug,6,1.0,1,0,failure
54.0,unknown,married,secondary,0,2206.0,0,0,cellular,12,nov,104,1.0,1,0,other
67.0,retired,married,unknown,0,2540.0,0,0,telephone,14,jun,278,5.0,1,0,other
27.0,admin.,married,secondary,0,1596.0,0,0,cellular,1,sep,82,1.0,0,0,unknown
30.0,technician,single,secondary,0,44.0,0,0,cellular,11,aug,187,2.0,0,0,unknown
57.0,unemployed,married,secondary,0,,0,0,cellular,12,nov,39,3.0,0,0,unknown
35.0,admin.,single,secondary,0,91.0,1,0,unknown,23,may,185,4.0,0,0,unknown
36.0,management,married,secondary,0,122.0,1,0,unknown,19,may,39,7.0,0,0,unknown
56.0,management,married,primary,0,17.0,1,0,cellular,15,jul,123,4.0,0,0,unknown
46.0,technician,married,unknown,0,3914.0,1,0,cellular,30,apr,247,1.0,0,0,unknown
34.0,services,single,secondary,0,4062.0,1,1,cellular,15,may,29,1.0,0,0,unknown
35.0,technician,married,secondary,0,94.0,1,1,unknown,14,may,208,5.0,0,0,unknown
57.0,blue-collar,married,primary,0,162.0,1,0,unknown,6,may,155,2.0,0,0,unknown
41.0,retired,divorced,primary,0,-233.0,1,0,unknown,15,may,1156,2.0,0,0,unknown
37.0,technician,married,secondary,0,1047.0,1,1,unknown,12,may,151,1.0,0,0,unknown
53.0,technician,married,primary,0,0.0,0,0,cellular,21,jul,96,1.0,0,0,unknown
41.0,blue-collar,married,secondary,0,2913.0,0,0,cellular,20,nov,1058,,0,0,unknown
46.0,blue-collar,married,secondary,0,4646.0,1,0,cellular,7,may,33,3.0,1,0,failure
33.0,technician,married,secondary,0,4790.0,1,0,cellular,20,apr,137,1.0,1,0,failure
35.0,technician,married,tertiary,0,944.0,0,0,cellular,8,aug,351,2.0,0,0,unknown
30.0,management,single,tertiary,0,147.0,0,0,cellular,1,jun,153,1.0,0,0,unknown
55.0,housemaid,married,secondary,0,5.0,0,0,cellular,11,jul,269,2.0,0,0,unknown
36.0,blue-collar,married,primary,0,946.0,1,0,unknown,18,jun,255,3.0,0,0,unknown
53.0,,married,secondary,0,10185.0,0,0,cellular,23,mar,115,1.0,0,0,unknown
28.0,blue-collar,single,secondary,0,4054.0,1,0,cellular,11,may,133,2.0,0,0,unknown
51.0,blue-collar,married,primary,0,-637.0,1,1,cellular,19,nov,233,2.0,0,0,unknown
29.0,blue-collar,single,secondary,0,1012.0,1,0,unknown,23,may,926,1.0,0,0,unknown
,student,single,tertiary,0,1535.0,1,0,unknown,12,may,126,2.0,0,0,unknown
36.0,self-employed,married,tertiary,0,506.0,0,0,cellular,3,feb,124,1.0,1,0,success
31.0,management,married,tertiary,0,-181.0,1,0,cellular,8,may,127,1.0,1,0,failure
35.0,services,divorced,secondary,0,394.0,1,0,unknown,23,may,154,,0,0,unknown
23.0,student,single,secondary,0,157.0,1,0,unknown,6,may,54,1.0,0,0,unknown
30.0,student,single,secondary,0,48.0,0,0,cellular,25,feb,217,1.0,1,0,success
32.0,technician,single,tertiary,0,932.0,1,0,cellular,16,apr,944,1.0,1,0,failure
49.0,management,married,tertiary,0,1167.0,1,1,cellular,24,sep,249,1.0,1,1,success
32.0,technician,single,secondary,0,-114.0,0,0,cellular,12,aug,-20,2.0,0,0,unknown
,technician,single,secondary,0,8381.0,0,0,cellular,21,nov,98,1.0,0,0,unknown
50.0,administrator,divorced,secondary,0,1332.0,1,0,unknown,16,may,95,3.0,0,0,unknown
29.0,management,married,tertiary,0,10576.0,0,0,unknown,15,may,1224,2.0,0,0,unknown
57.0,services,married,secondary,0,6874.0,1,0,unknown,14,may,356,1.0,0,0,unknown
32.0,technician,married,secondary,0,91.0,1,0,cellular,12,may,209,1.0,0,0,unknown
42.0,technician,married,tertiary,0,3777.0,1,0,cellular,4,feb,139,4.0,0,0,unknown
39.0,entrepreneur,single,secondary,0,829.0,0,0,cellular,5,feb,336,1.0,0,0,unknown
44.0,management,divorced,tertiary,0,243.0,0,0,cellular,21,aug,118,4.0,0,0,unknown
34.0,unemployed,divorced,tertiary,1,75.0,1,0,unknown,2,jun,31,3.0,0,0,unknown
44.0,blue-collar,married,primary,0,3057.0,1,0,unknown,26,may,98,4.0,0,0,unknown
27.0,admin.,single,secondary,0,3629.0,0,0,cellular,16,jun,66,1.0,0,0,unknown
25.0,technician,single,tertiary,0,3411.0,0,0,cellular,19,aug,225,2.0,0,0,unknown
59.0,retired,divorced,tertiary,0,,0,1,cellular,8,jul,136,1.0,0,0,unknown
31.0,unemployed,single,tertiary,0,381.0,1,0,cellular,9,feb,42,2.0,0,0,unknown
42.0,admin.,married,primary,0,-466.0,0,1,telephone,31,jul,94,15.0,0,0,unknown
,services,divorced,secondary,0,1040.0,1,0,unknown,19,may,552,3.0,0,0,unknown
31.0,management,single,tertiary,0,424.0,0,1,cellular,7,aug,224,2.0,0,0,unknown
36.0,management,,tertiary,0,11767.0,1,0,cellular,7,apr,226,1.0,0,0,unknown
35.0,administrator,married,tertiary,0,286.0,0,0,cellular,30,apr,949,2.0,0,0,unknown
40.0,technician,married,secondary,0,42.0,0,0,cellular,13,aug,1842,2.0,0,0,unknown
34.0,management,single,tertiary,0,,1,0,telephone,6,apr,86,1.0,0,0,unknown
27.0,student,single,secondary,0,274.0,0,0,cellular,27,may,283,1.0,0,0,unknown
32.0,management,married,tertiary,0,2737.0,1,1,cellular,21,nov,44,4.0,1,0,failure
58.0,management,single,tertiary,0,1387.0,1,0,telephone,3,feb,140,6.0,0,0,other
30.0,management,single,secondary,0,161.0,1,0,cellular,20,apr,397,3.0,0,0,unknown
38.0,technician,divorced,secondary,0,1333.0,1,1,unknown,28,may,188,1.0,0,0,unknown
49.0,administrator,married,secondary,0,10250.0,1,0,telephone,24,oct,97,1.0,0,0,unknown
43.0,blue-collar,married,primary,0,533.0,1,0,cellular,14,may,246,2.0,1,0,other
45.0,management,single,secondary,0,142.0,0,1,cellular,19,nov,258,1.0,1,0,failure
,admin.,single,secondary,0,1104.0,1,0,unknown,12,may,120,2.0,0,0,unknown
56.0,,single,secondary,0,663.0,0,1,,8,jul,819,3.0,0,0,unknown
30.0,admin.,single,secondary,0,2.0,1,0,telephone,18,may,56,9.0,0,0,unknown
38.0,management,single,tertiary,0,427.0,1,0,cellular,6,may,17,3.0,1,1,failure
51.0,technician,married,secondary,0,1123.0,0,0,unknown,18,jun,54,4.0,0,0,unknown
35.0,management,single,tertiary,0,107.0,1,0,cellular,6,may,142,3.0,0,0,unknown
31.0,services,single,secondary,0,8.0,0,0,cellular,7,jul,340,3.0,0,0,unknown
32.0,management,married,secondary,0,134.0,1,1,cellular,15,may,532,3.0,0,0,unknown
31.0,,married,tertiary,0,6562.0,1,0,cellular,19,aug,118,2.0,0,0,unknown
28.0,technician,single,unknown,0,0.0,1,0,cellular,27,jan,183,1.0,1,0,success
60.0,retired,married,secondary,0,6132.0,0,0,cellular,4,feb,266,2.0,0,0,unknown
30.0,administrator,married,tertiary,0,1717.0,0,1,unknown,2,jul,218,2.0,0,0,unknown
26.0,technician,single,tertiary,0,43.0,1,1,cellular,29,jan,169,3.0,1,0,failure
31.0,management,single,tertiary,0,6248.0,1,0,unknown,9,may,154,2.0,0,0,unknown
46.0,technician,married,secondary,0,49.0,1,0,unknown,30,may,96,3.0,0,0,unknown
45.0,,married,secondary,0,805.0,1,0,unknown,15,may,186,3.0,0,0,unknown
45.0,unemployed,married,tertiary,0,579.0,1,0,cellular,30,jul,141,2.0,0,0,unknown
46.0,blue-collar,married,secondary,0,4707.0,1,0,unknown,23,may,93,8.0,0,0,unknown
38.0,services,married,secondary,0,43.0,1,0,unknown,4,jun,213,,0,0,unknown
32.0,technician,married,secondary,0,0.0,0,0,cellular,21,aug,120,3.0,0,0,unknown
48.0,management,married,tertiary,0,0.0,0,1,cellular,19,feb,204,4.0,1,0,success
33.0,blue-collar,married,primary,0,245.0,1,1,cellular,8,may,253,3.0,0,0,unknown
27.0,housemaid,married,primary,1,-238.0,0,0,cellular,14,jul,132,4.0,0,0,unknown
33.0,blue-collar,divorced,primary,0,60.0,0,0,unknown,9,may,131,1.0,0,0,unknown
57.0,technician,married,secondary,0,20.0,0,0,cellular,22,aug,119,2.0,0,0,unknown
59.0,unknown,married,primary,0,1470.0,0,0,unknown,5,jun,74,1.0,0,0,unknown
37.0,blue-collar,divorced,secondary,0,0.0,1,1,cellular,4,feb,131,1.0,0,0,unknown
35.0,services,married,secondary,0,1417.0,1,0,cellular,14,may,65,3.0,0,0,unknown
44.0,technician,single,unknown,0,509.0,0,0,cellular,22,apr,71,7.0,0,0,unknown
34.0,technician,single,tertiary,0,1393.0,1,0,cellular,15,apr,540,3.0,1,0,success
43.0,management,married,tertiary,0,1188.0,0,0,cellular,27,may,140,2.0,0,0,unknown
30.0,technician,married,tertiary,0,0.0,1,1,cellular,23,jul,232,1.0,0,0,unknown
35.0,management,married,tertiary,0,0.0,0,0,cellular,22,may,98,,0,0,unknown
53.0,blue-collar,married,secondary,0,1023.0,1,0,unknown,21,may,150,3.0,0,0,unknown
41.0,blue-collar,married,primary,0,2453.0,1,0,unknown,15,may,1052,1.0,0,0,unknown
39.0,blue-collar,married,primary,0,1.0,1,0,unknown,1,jul,165,1.0,1,0,failure
35.0,entrepreneur,single,secondary,0,,1,0,cellular,19,nov,147,1.0,0,0,unknown
27.0,student,single,tertiary,0,3687.0,0,0,cellular,8,apr,335,2.0,0,0,unknown
47.0,management,married,secondary,0,0.0,1,1,cellular,17,nov,124,2.0,0,0,unknown
,management,single,tertiary,0,3679.0,1,0,cellular,21,nov,146,1.0,1,0,failure
33.0,management,married,tertiary,0,,1,0,cellular,20,nov,437,4.0,0,0,unknown
50.0,technician,married,secondary,0,-157.0,1,0,unknown,27,may,353,3.0,0,0,unknown
57.0,admin.,married,primary,0,1694.0,1,0,telephone,17,nov,378,1.0,0,0,unknown
32.0,blue-collar,married,secondary,0,489.0,1,0,unknown,20,may,212,1.0,0,0,unknown
39.0,services,married,secondary,0,124.0,1,0,cellular,31,jul,81,5.0,0,0,unknown
,technician,married,secondary,0,421.0,1,1,cellular,17,nov,85,1.0,0,0,unknown
29.0,admin.,married,secondary,0,,1,0,cellular,14,may,374,2.0,0,0,unknown
43.0,technician,married,secondary,0,714.0,1,0,cellular,16,jul,255,1.0,0,0,unknown
48.0,services,married,primary,0,222.0,1,0,cellular,11,may,127,2.0,1,0,failure
,admin.,married,secondary,0,960.0,0,0,telephone,18,nov,50,3.0,0,0,unknown
31.0,student,single,secondary,0,430.0,0,0,cellular,5,feb,129,4.0,0,0,unknown
32.0,management,married,tertiary,0,1331.0,0,0,cellular,12,aug,93,1.0,1,0,success
52.0,technician,married,secondary,0,5006.0,1,0,unknown,15,may,112,1.0,0,0,unknown
26.0,services,married,secondary,0,,1,0,unknown,13,may,116,1.0,0,0,unknown
50.0,unemployed,married,secondary,0,193.0,1,0,unknown,18,jun,305,6.0,0,0,unknown
38.0,management,married,tertiary,1,-562.0,1,0,unknown,3,jun,206,1.0,0,0,unknown
,services,married,secondary,0,2211.0,1,0,cellular,15,may,210,2.0,0,0,unknown
26.0,blue-collar,married,secondary,0,242.0,1,0,cellular,24,jul,117,2.0,0,0,unknown
42.0,management,married,tertiary,0,-100.0,1,0,cellular,15,jul,87,5.0,0,0,unknown
33.0,services,single,secondary,0,0.0,1,0,unknown,20,may,134,3.0,0,0,unknown
38.0,technician,single,tertiary,0,218.0,1,1,unknown,28,may,74,2.0,0,0,unknown
39.0,services,married,secondary,0,64.0,0,0,cellular,29,jul,100,3.0,0,0,unknown
42.0,blue-collar,married,secondary,0,1297.0,1,0,cellular,3,apr,697,2.0,0,0,unknown
47.0,management,married,tertiary,0,393.0,1,1,cellular,21,jul,419,2.0,0,1,unknown
56.0,entrepreneur,married,tertiary,0,40.0,0,1,cellular,11,jul,123,2.0,0,0,unknown
50.0,administrator,single,secondary,0,692.0,1,0,unknown,30,may,136,8.0,0,0,unknown
30.0,technician,single,secondary,0,254.0,1,1,cellular,24,jun,167,3.0,1,0,unknown
59.0,management,married,primary,0,0.0,1,0,cellular,8,may,130,1.0,0,0,unknown
25.0,services,single,secondary,0,199.0,0,0,cellular,15,feb,101,2.0,0,0,unknown
27.0,technician,single,tertiary,0,,0,1,cellular,28,jan,389,1.0,0,0,unknown
46.0,retired,single,primary,0,1190.0,0,0,unknown,6,jun,316,2.0,0,0,unknown
34.0,blue-collar,married,secondary,0,-1725.0,1,0,unknown,27,may,452,2.0,0,0,unknown
48.0,management,married,tertiary,0,2498.0,0,0,cellular,14,aug,98,2.0,0,0,unknown
37.0,self-employed,single,tertiary,0,1116.0,0,0,unknown,17,jun,184,1.0,0,0,unknown
,management,married,primary,0,0.0,1,0,cellular,16,feb,65,1.0,0,0,unknown
29.0,blue-collar,married,secondary,0,247.0,0,1,,7,jul,199,1.0,0,0,unknown
34.0,blue-collar,married,secondary,0,504.0,1,0,unknown,28,may,260,,0,0,unknown
33.0,blue-collar,married,primary,0,1050.0,1,0,unknown,26,may,304,4.0,0,0,unknown
37.0,unemployed,married,primary,0,7005.0,1,0,unknown,21,may,217,,0,0,unknown
40.0,,married,tertiary,0,89.0,1,1,telephone,9,feb,148,6.0,0,0,unknown
28.0,technician,single,tertiary,0,940.0,1,0,unknown,19,jun,296,1.0,0,0,unknown
45.0,housemaid,married,secondary,0,1041.0,1,0,unknown,29,may,238,3.0,0,0,unknown
45.0,blue-collar,married,secondary,0,,1,0,unknown,26,may,112,2.0,0,0,unknown
31.0,management,single,tertiary,0,0.0,1,0,cellular,8,sep,76,1.0,0,0,unknown
48.0,technician,married,secondary,0,-500.0,1,0,unknown,7,may,78,5.0,0,0,unknown
56.0,management,married,tertiary,0,3172.0,1,0,cellular,5,feb,139,1.0,0,0,unknown
34.0,administrator,married,secondary,0,4902.0,1,0,cellular,6,may,59,1.0,1,0,failure
30.0,blue-collar,single,secondary,0,,1,0,cellular,14,may,14,3.0,1,0,other
40.0,management,single,tertiary,0,36.0,1,0,unknown,27,may,240,3.0,0,0,unknown
44.0,management,married,tertiary,0,149.0,1,0,cellular,29,jan,507,1.0,1,0,success
46.0,management,single,tertiary,0,2044.0,0,0,telephone,4,feb,25,1.0,0,0,unknown
30.0,entrepreneur,married,secondary,0,12737.0,0,1,cellular,19,nov,589,2.0,0,0,unknown
30.0,technician,single,tertiary,0,411.0,0,0,cellular,21,apr,142,1.0,0,0,unknown
39.0,blue-collar,married,primary,0,451.0,1,0,unknown,20,may,383,1.0,0,0,unknown
37.0,admin.,married,secondary,0,2254.0,0,0,telephone,2,feb,233,2.0,0,0,unknown
39.0,admin.,divorced,secondary,0,399.0,1,1,cellular,14,aug,133,2.0,0,0,unknown
31.0,blue-collar,single,tertiary,0,2197.0,1,0,unknown,23,may,146,3.0,0,0,unknown
24.0,blue-collar,married,secondary,0,1470.0,1,0,cellular,12,may,212,1.0,0,0,unknown
37.0,admin.,married,secondary,0,,1,1,unknown,28,may,103,4.0,0,0,unknown
33.0,administrator,single,secondary,0,344.0,1,0,cellular,20,aug,103,4.0,0,0,unknown
35.0,services,single,secondary,0,257.0,1,0,unknown,2,jun,518,1.0,0,0,unknown
57.0,,single,primary,0,3495.0,0,1,cellular,19,nov,362,3.0,0,0,unknown
41.0,admin.,married,primary,0,-306.0,1,0,unknown,15,may,500,1.0,0,0,unknown
58.0,retired,married,primary,0,0.0,1,0,unknown,23,may,138,6.0,0,0,unknown
41.0,administrator,divorced,secondary,0,348.0,1,0,unknown,27,may,233,3.0,0,0,unknown
71.0,retired,married,secondary,0,2064.0,0,0,cellular,9,nov,379,2.0,1,0,failure
,housemaid,married,secondary,0,1270.0,0,0,cellular,29,jan,208,3.0,0,0,unknown
,,single,secondary,0,416.0,0,0,unknown,17,aug,8,1.0,0,0,unknown
38.0,technician,married,secondary,0,69.0,0,1,cellular,24,jul,915,2.0,0,0,unknown
46.0,blue-collar,divorced,secondary,0,168.0,1,0,cellular,20,apr,255,1.0,1,0,other
56.0,administrator,divorced,secondary,0,0.0,0,0,cellular,18,nov,100,1.0,1,0,failure
38.0,administrator,married,secondary,0,-728.0,1,0,cellular,11,jul,333,1.0,0,0,unknown
46.0,admin.,married,secondary,0,1083.0,0,0,cellular,25,aug,67,9.0,0,0,unknown
42.0,technician,divorced,tertiary,0,2611.0,1,0,cellular,25,jun,300,1.0,1,0,failure
35.0,services,divorced,secondary,0,78.0,1,0,telephone,13,may,630,3.0,1,0,failure
42.0,services,divorced,secondary,0,108.0,0,0,cellular,25,jul,360,13.0,0,0,unknown
50.0,blue-collar,married,primary,0,-522.0,1,0,cellular,13,may,863,3.0,0,0,unknown
42.0,entrepreneur,single,secondary,0,1049.0,1,1,cellular,20,apr,180,1.0,0,0,unknown
47.0,management,divorced,tertiary,0,,1,0,telephone,27,oct,251,1.0,0,0,unknown
,admin.,married,secondary,0,976.0,1,0,cellular,18,jul,69,7.0,0,0,unknown
36.0,blue-collar,married,secondary,0,342.0,1,1,unknown,21,may,88,3.0,0,0,unknown
54.0,management,married,tertiary,0,313.0,1,0,unknown,5,may,83,2.0,0,0,unknown
31.0,management,married,tertiary,0,877.0,0,0,cellular,9,sep,209,1.0,1,1,success
27.0,housemaid,married,primary,0,0.0,1,0,cellular,23,jul,435,3.0,0,0,unknown
58.0,blue-collar,married,secondary,0,1826.0,1,0,unknown,19,jun,47,3.0,0,0,unknown
49.0,services,divorced,secondary,0,3250.0,0,0,unknown,16,jun,32,3.0,0,0,unknown
33.0,admin.,single,secondary,0,346.0,1,0,cellular,5,may,24,7.0,1,0,other
31.0,management,single,tertiary,0,4331.0,1,0,cellular,22,jul,318,1.0,0,0,unknown
55.0,services,married,secondary,0,560.0,1,0,unknown,9,may,91,3.0,0,0,unknown
50.0,technician,married,tertiary,0,267.0,1,0,cellular,21,nov,30,1.0,0,0,unknown
33.0,housemaid,married,primary,0,212.0,1,0,cellular,11,jul,260,2.0,0,0,unknown
37.0,technician,married,tertiary,0,0.0,1,0,cellular,2,feb,440,2.0,0,0,unknown
28.0,technician,single,secondary,0,631.0,0,0,cellular,29,apr,835,7.0,0,0,unknown
42.0,administrator,divorced,secondary,0,1076.0,1,0,unknown,14,may,213,1.0,0,0,unknown
33.0,services,married,secondary,0,766.0,1,0,cellular,28,jul,22,3.0,0,0,unknown
32.0,admin.,married,secondary,0,752.0,1,0,cellular,6,may,519,2.0,1,0,failure
56.0,blue-collar,divorced,secondary,0,2780.0,1,0,telephone,6,feb,81,3.0,0,0,unknown
48.0,blue-collar,single,secondary,0,2288.0,0,0,unknown,24,jun,114,4.0,0,0,unknown
32.0,technician,single,secondary,0,1179.0,0,0,telephone,29,aug,116,2.0,0,0,unknown
38.0,services,married,secondary,0,1970.0,1,0,cellular,30,apr,701,1.0,1,0,success
49.0,management,married,tertiary,0,1912.0,1,0,cellular,20,aug,380,4.0,0,0,unknown
50.0,,married,unknown,0,1389.0,1,0,unknown,19,jun,162,3.0,0,0,unknown
60.0,retired,married,secondary,0,1145.0,0,0,cellular,6,aug,167,2.0,0,0,unknown
50.0,entrepreneur,married,tertiary,0,5420.0,1,0,cellular,17,nov,73,1.0,0,0,unknown
30.0,technician,single,tertiary,0,236.0,1,0,unknown,16,may,197,1.0,0,0,unknown
29.0,management,single,tertiary,0,697.0,0,0,cellular,30,apr,365,1.0,1,0,success
37.0,management,married,tertiary,0,58.0,1,0,unknown,5,may,98,2.0,0,0,unknown
35.0,technician,single,secondary,0,5059.0,0,1,cellular,7,aug,115,2.0,0,0,unknown
53.0,technician,divorced,secondary,0,392.0,1,0,unknown,28,may,59,1.0,0,0,unknown
32.0,blue-collar,single,tertiary,0,60.0,1,1,cellular,11,aug,248,2.0,1,0,failure
46.0,technician,married,secondary,0,138.0,1,0,cellular,7,apr,226,2.0,0,0,unknown
41.0,management,divorced,tertiary,0,1064.0,0,0,cellular,25,aug,81,4.0,0,0,unknown
35.0,management,married,tertiary,0,358.0,0,0,unknown,27,jun,18,1.0,0,0,unknown
70.0,retired,divorced,secondary,0,4572.0,0,0,cellular,8,jul,173,11.0,1,0,failure
36.0,services,single,secondary,0,23.0,1,0,cellular,28,dec,256,1.0,0,0,unknown
58.0,blue-collar,married,secondary,0,,1,0,cellular,16,apr,104,1.0,1,0,failure
47.0,blue-collar,married,secondary,0,11305.0,0,0,cellular,22,aug,118,6.0,0,0,unknown
32.0,admin.,married,secondary,0,8749.0,1,1,unknown,21,oct,294,1.0,0,0,unknown
38.0,unemployed,married,primary,0,7005.0,1,0,cellular,7,jul,370,1.0,1,0,failure
46.0,blue-collar,married,secondary,0,229.0,1,0,cellular,17,apr,191,1.0,0,0,unknown
35.0,blue-collar,married,primary,0,2490.0,1,0,cellular,18,may,170,1.0,1,0,failure
44.0,services,divorced,secondary,0,240.0,1,0,unknown,8,may,155,2.0,0,0,unknown
58.0,management,married,tertiary,0,299.0,0,0,cellular,16,jul,120,4.0,0,0,unknown
36.0,administrator,married,secondary,0,639.0,1,0,unknown,6,may,191,1.0,0,0,unknown
41.0,technician,married,tertiary,0,63.0,0,0,cellular,25,aug,36,3.0,0,0,unknown
38.0,services,married,unknown,0,4644.0,1,0,telephone,18,nov,55,2.0,0,0,unknown
27.0,technician,single,secondary,0,18.0,0,0,cellular,29,jan,107,3.0,0,0,unknown
32.0,management,married,tertiary,0,250.0,1,0,cellular,1,apr,247,2.0,0,0,unknown
44.0,blue-collar,married,secondary,0,199.0,1,0,cellular,12,may,150,7.0,0,0,unknown
44.0,services,married,secondary,0,522.0,0,1,unknown,20,jun,911,1.0,0,0,unknown
30.0,services,single,secondary,0,862.0,1,1,unknown,20,may,550,2.0,0,0,unknown
51.0,retired,married,secondary,0,0.0,1,0,cellular,11,oct,146,4.0,0,0,unknown
54.0,housemaid,married,secondary,1,0.0,0,0,cellular,30,apr,103,3.0,0,0,unknown
48.0,technician,married,tertiary,0,443.0,1,0,cellular,8,may,235,2.0,0,0,unknown
40.0,technician,married,secondary,0,-496.0,0,0,telephone,28,jul,22,2.0,0,0,unknown
40.0,blue-collar,married,primary,0,-166.0,1,0,unknown,13,may,136,1.0,0,0,unknown
63.0,retired,divorced,primary,0,1840.0,0,0,cellular,12,mar,71,3.0,0,0,unknown
39.0,services,married,secondary,0,1442.0,0,0,cellular,22,apr,70,3.0,0,0,unknown
52.0,technician,divorced,secondary,0,225.0,0,0,cellular,21,aug,58,2.0,0,0,unknown
40.0,admin.,married,tertiary,0,,0,0,unknown,9,jun,29,1.0,0,0,unknown
42.0,unemployed,single,secondary,0,1523.0,1,0,cellular,2,feb,736,1.0,0,0,unknown
41.0,technician,married,secondary,0,-312.0,1,0,cellular,11,may,90,1.0,1,0,failure
53.0,retired,married,secondary,0,-686.0,0,1,unknown,2,jun,255,3.0,0,0,unknown
36.0,management,single,tertiary,0,3850.0,1,0,cellular,4,may,8,,0,0,unknown
28.0,blue-collar,single,secondary,0,476.0,0,0,cellular,8,jul,306,1.0,0,0,unknown
26.0,unemployed,single,secondary,0,461.0,0,0,cellular,28,jan,214,1.0,0,0,unknown
38.0,blue-collar,married,unknown,0,0.0,1,0,cellular,2,apr,477,2.0,1,0,failure
34.0,self-employed,single,tertiary,0,36.0,0,0,telephone,28,jan,55,1.0,0,0,unknown
39.0,services,single,secondary,0,-189.0,1,0,unknown,30,may,76,9.0,0,0,unknown
39.0,blue-collar,married,primary,0,3705.0,1,0,unknown,16,jun,77,1.0,0,0,unknown
44.0,blue-collar,married,secondary,0,647.0,1,0,cellular,6,apr,276,2.0,0,0,unknown
28.0,student,single,secondary,0,404.0,1,0,cellular,18,may,33,2.0,1,0,other
55.0,blue-collar,married,primary,0,828.0,1,0,unknown,30,may,246,1.0,0,0,unknown
45.0,housemaid,married,secondary,0,870.0,0,1,unknown,19,jun,258,2.0,0,1,unknown
55.0,blue-collar,married,primary,0,1101.0,0,0,unknown,18,jun,744,3.0,0,0,unknown
28.0,services,single,secondary,0,40.0,1,0,unknown,28,may,313,2.0,0,0,unknown
51.0,blue-collar,married,primary,0,3764.0,0,0,telephone,9,mar,450,3.0,1,0,success
39.0,services,married,secondary,1,-697.0,1,0,cellular,31,jul,423,2.0,0,0,unknown
40.0,blue-collar,single,primary,0,-21.0,0,0,cellular,18,may,68,2.0,1,0,failure
50.0,,married,tertiary,0,199.0,1,1,cellular,3,feb,116,2.0,1,0,failure
55.0,management,married,tertiary,0,154.0,0,0,telephone,11,may,70,2.0,1,0,failure
27.0,technician,married,tertiary,0,8.0,1,1,cellular,18,may,398,1.0,1,0,failure
